id,trigger,conditions,script,text,options,notes
#GAPZHegHub5,GAPZHegHub,,,,4:cutCommLink:Cortar la comunicacion,
gaPZ_hegHub1,DialogOptionSelected,$option == gaPZ_hegHub1,,"Retomas la comunicacion con el $personRank de la Hegemonia y explicas que portas una comision de la Hegemonia. Luchais por la misma causa, manteneis las mismas lealtades. Si la Hegemonia desea acceder a vuestra tecnologia, que lo solicite debidamente.

Que actuen como oficiales y hablen de frente, no como burocratas que ocultan sus motivos tras viejas regulaciones.

Al terminar tu discurso, notas que el $personRank $personName asiente con la cabeza.",gaPZ_hegHub1a:Continuar,
gaPZ_hegHub1a,DialogOptionSelected,$option == gaPZ_hegHub1a,,"""Estoy de acuerdo con usted, capitan. Totalmente"", dice $heOrShe. ""Estas artimanas rastreras estan por debajo de la dignidad de nuestra larga tradicion de servicio. No obstante, capitan, tengo ordenes que debo cumplir tecnicamente. Deje al equipo de escaneo a bordo y procedere a retirarlos de inmediato. Ni siquiera traeran su equipo"".

""Solo deme lo que necesito para cumplir la letra de mis ordenes, y dejare claro que el espiritu de las mismas no es propio de un oficial de la Hegemonia"".","gaPZ_hegHub1b:Aceptar y permitir que continue el escaneo falso
gaPZ_hegHub1c:Negarlo; es una cuestion de principios",
gaPZ_hegHub1b,DialogOptionSelected,$option == gaPZ_hegHub1b,"AdjustRepActivePerson COOPERATIVE 10
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","Tu oficial tactico desactiva tu cobertura de defensa de punto para permitir que la lanzadera del equipo de escaneo atraque, y observas en una transmision de pantalla como los tecnicos de la Hegemonia entran en la esclusa, pasan algo por un datapad y luego regresan a su lanzadera.

-Gracias por su cooperacion en esta investigacion, capitan. Tienen via libre para marcharse. -$PersonRank $personName esboza una pequena sonrisa ironica y dice: ""Por el Dominio"", antes de cortar la comunicacion.",cutCommLinkNoText:Continuar,
gaPZ_hegHub1c,DialogOptionSelected,$option == gaPZ_hegHub1c,FireAll GAPZHegHub,"El/la $personRank de la Hegemonia suspira y se frota la frente como si esto le estuviera provocando un tremendo dolor de cabeza. ""Intento colaborar con usted, capitan. Pero no voy a arriesgar mi carrera por usted"".",,
gaPZ_hegHub2,DialogOptionSelected,$option == gaPZ_hegHub2,,"El $personRank de la Hegemonia acepta con brusquedad tu respuesta tardia, y el escaneo prosigue con todo el tedio que ya esperas de un proceso llevado a cabo por la Hegemonia cuando la burocracia quiere que sepas que se tomaran todo el tiempo del mundo, simplemente esperando a que cometas un error.

No cometes ningun error. Tu seguridad interna se mantiene firme al denegar el acceso mas alla del ambito de las inspecciones, y el equipo de escaneo -obviamente con la orden de poner a prueba tus limites- se retira y se cine al plan.",gaPZ_hegHub2a:Esperar mientras avanza el escaneo,
gaPZ_hegHub2a,DialogOptionSelected,$option == gaPZ_hegHub2a,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","Tras varias horas agonicas, el equipo de escaneo regresa a su lanzadera.

-Es libre de marcharse, capitan -dice el $personRank de la Hegemonia. El enlace de comunicaciones se cierra con un breve destello del emblema de la Armada de la Hegemonia, sin siquiera un agradecimiento.",cutCommLinkNoText:Continuar,
gaPZ_hegHub3,DialogOptionSelected,$option == gaPZ_hegHub3,"AdjustRep hegemony SUSPICIOUS -10
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","Tarda tres segundos completos en registrarse tu negativa en el rostro del $personRank de la Hegemonia. Esto se manifiesta con un ligero giro de cabeza y un leve fruncimiento de ceno.

-Que conste en el registro oficial -dice $heOrShe- que el capitan $playerName ha rechazado nuestra orden de someterse a un escaneo de seguridad estandar, segun los Acuerdos de Transito Interestelar del ciclo 81.

$PersonRank $personName anade entonces: -Es libre de marcharse -y el enlace de comunicaciones se cierra con un breve destello del emblema de la Armada de la Hegemonia.",cutCommLinkNoText:Continuar,
gaPZ_hegHubVanish,DialogOptionSelected,$option == gaPZ_hegHubVanish,,"Das la orden de que la $zigguratShipName entre en fase, vertiendo el flujo pasivo en dimensiones extra mediante cualquier principio extrano que influyan los inductores de motas. Una maniobra asi solo es posible fuera de combate, ya que requiere que la mayoria de los sistemas, incluido el soporte vital, funcionen en el minimo apenas de supervivencia.",gaPZ_hegHubVanish1:Preguntar de nuevo que nave querian que escanearas,
gaPZ_hegHubVanish1,DialogOptionSelected,$option == gaPZ_hegHubVanish1,,"Una expresion de irritacion y angustia cruza el rostro del $personRank de la Hegemonia.

-Esto no es un juego, capitan $playerName. Quiero que ordene que esa nave salga de fase para que podamos proceder con el escaneo. Inmediatamente!

$HeOrShe respira hondo y dice con voz mas baja: -Podemos esperar. Una nave no puede permanecer en fase mas de unos pocos minutos.",gaPZ_hegHubVanish2:Esperar a que pase,
gaPZ_hegHubVanish2,DialogOptionSelected,$option == gaPZ_hegHubVanish2,,"El $personRank de la Hegemonia tiene razon y no la tiene. La clase Ziggurat no puede permanecer en el espacio de fase asi para siempre. Pero puede aguantar un tiempo, mucho mas que la mayoria de las naves de fase. Y usted sabe que el $personRank de la Hegemonia no tiene ni idea de la magnitud de sus capacidades.

Tras casi una hora, el $personRank de la Hegemonia vuelve a abrir el canal de comunicaciones.","gaPZ_hegHubVanish3:""Hemos terminado ya aqui?""",
gaPZ_hegHubVanish3,DialogOptionSelected,$option == gaPZ_hegHubVanish3,"AdjustRepActivePerson VENGEFUL -20
#AdjustRep hegemony SUSPICIOUS -10
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetGoAway true","$HeOrShe parece agitado: ""Usted, usted no puede simplemente desaparecer y esperar que la Hegemonia se marche, capitan $playerName. Se que la nave sigue ahi fuera"", un tic de preocupacion en sus ojos hacia arriba os indica que probablemente no tiene idea de donde esta la nave. ""Estaremos vigilandole. Muy de cerca"".

El enlace de comunicacion se cierra con un breve destello del emblema de la Armada de la Hegemonia.",cutCommLinkNoText:Continuar,
# gaPZ TriTach encounter,,,,,,
gaPZTriTachEncounter,BeginFleetEncounter,"$gaPZ_tritachyon score:1000
!$gaPZ_encounteredAlready","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer",,,
gaPZTriTachEncounterComm,OpenCommLink,"$entity.gaPZ_tritachyon score:1000
!$entity.ignorePlayerCommRequests
ZigguratCMD updateData","$entity.ignorePlayerCommRequests = true
FireBest GAPZTTInitial",,,
gaPZTriTachEncounterStandard,GAPZTTInitial,,FireAll GAPZTTHub,"-Buen turno, capitan -dice secamente el $rank de Tri-Tachyon-. Usted posee propiedad perteneciente a la Corporacion Tri-Tachyon y he venido a recuperarla. Entregueme la clase Ziggurat TTS Xenorphica de inmediato.

$HeOrShe le clava una mirada fija, esperando su respuesta.",,
gaPZTriTachEncounterNoZig,GAPZTTInitial,!$entity.hasZiggurat,FireBest GAPZTTInitialCont,"-Buen turno, capitan-dice secamente el $rank de Tri-Tachyon-. Los sensores de largo alcance han detectado recientemente una nave clase Ziggurat, la TTS Xenorphica, en su flota; esta es propiedad de la Corporacion Tri-Tachyon.

$HisOrHer mirada baja, leyendo una pantalla-. Que esta declaracion sirva de aviso de que la Corporacion Tri-Tachyon considera legitimo cualquier medio apropiado y necesario para recuperar la propiedad perteneciente a dicha compania, incluyendo el uso de fuerza militarizada, el empleo de mercenarios o corsarios, etcetera.",,
gaPZTriTachEncounterOnlyZig,GAPZTTInitial,$entity.hasOnlyZiggurat,FireBest GAPZTTInitialCont,"""Buen turno, capitan"", dice secamente el $rank de Tri-Tachyon. ""Usted posee propiedad perteneciente a la Corporacion Tri-Tachyon"".

Su mirada baja, leyendo una pantalla. ""Que esta declaracion sirva de aviso de que la Corporacion Tri-Tachyon considera legitimo cualquier medio apropiado y necesario para recuperar la propiedad perteneciente a dicha compania, incluyendo el uso de fuerza militarizada, el empleo de mercenarios o corsarios, etcetera"".",,
gaPZTriTachEncounterInitialCont,GAPZTTInitialCont,,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","El $rank de Tri-Tachyon te mira directamente, sin emocion. ""Considere esto una advertencia suficiente"".
Las comunicaciones se cortan. El logotipo de Tri-Tachyon gira mientras una voz sintetizada te pide que envies tus comentarios sobre la experiencia de cliente. ",cutCommLinkNoText:Continuar,
GAPZTTHub1,GAPZTTHub,!$gaPZ_ttHubSal,,,"gaPZ_ttHubSal:""No ha oido hablar del derecho de rescate?""",
GAPZTTHub2,GAPZTTHub,,,,"gaPZ_ttHubPry:""Vas a tener que arrancarmelo de mis manos frias y muertas.""",
GAPZTTHub3,GAPZTTHub,,,,"gaPZ_ttHubThreat:""Que opina la Hegemonia de esta flagrante violacion del tratado?""",
GAPZTTHub4,GAPZTTHub,,,,"gaPZ_ttHubPay:""Y el pago? Quiza una comision por localizarlo?""",
GAPZTTHub5,GAPZTTHub,,,,"gaPZ_ttHubAccept:""Transferire los protocolos de mando de inmediato."" (aceptar)",
gaPZ_ttHubSal,DialogOptionSelected,$option == gaPZ_ttHubSal,"$gaPZ_ttHubSal = true 0
FireAll GAPZTTHub","-Somos muy conscientes de los derechos de rescate, capitan -dice $heOrShe, tensando la mandibula-, pero la Compania considera que estas son circunstancias excepcionales. Se ha invertido mucha investigacion patentada en ese casco, y la Compania espera recuperar su inversion.",,
gaPZ_ttHubPryStronger,DialogOptionSelected,"$option == gaPZ_ttHubPry
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true,-Con gusto -dice el $rank de Tri-Tachyon con sana-. Las comunicaciones se cortan.,cutCommLinkNoText:Continuar,
gaPZ_ttHubPryWeaker,DialogOptionSelected,"$option == gaPZ_ttHubPry
$entity.relativeStrength < 0","AdjustRep tritachyon VENGEFUL -75
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","El $rank de Tri-Tachyon traga saliva, incomodo, y luego dice, ""Eso no sera necesario. Dirigimos un negocio, no un matadero.""

$HeOrShe hace una pausa, sin saber muy bien como proceder, y luego habla. ""Esta cometiendo un error terrible, capitan,"" dice $heOrShe. ""Si a eso vamos a llegar... un consejo: la Corporacion Tri-Tachyon es mas grande que usted, mas grande que cualquier persona. Es mas grande que toda la humanidad junta, porque forma algo mayor que la suma de sus componentes, humanos y de otro tipo.""

""Nunca ganara."" Y con eso, el $rank de Tri-Tachyon corta las comunicaciones mientras $hisOrHer flota inicia la retirada.",cutCommLinkNoText:Continuar,
gaPZ_ttHubThreat,DialogOptionSelected,$option == gaPZ_ttHubThreat,,"El $rank de Tri-Tachyon parece haber sido pillado desprevenido y hace una pausa para tragar saliva con incomodidad.

-Yo, eh... La Corporacion Tri-Tachyon no admite responsabilidad ni culpabilidad en ningun asunto cubierto por el Tratado de Crom Cruach del ciclo 194 -dice $heOrShe automaticamente-. Esta conversacion no confirma ni niega ninguna especulacion por vuestra parte respecto a la naturaleza de la propiedad de Tri-Tachyon en cuestion.

Una tos. -Debo reiterar mi exigencia: devuelvan la TTS Xenorphica.",gaPZ_ttHubThreat1:Amenazar con darle a la Hegemonia acceso al casco Ziggurat,
gaPZ_ttHubThreat1,DialogOptionSelected,$option == gaPZ_ttHubThreat1,"AdjustRep tritachyon INHOSPITABLE -25
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","El rostro del $rank de Tri-Tachyon parece congelarse mientras usted explica que, en su opinion, la tecnologia de esta nave parece infringir definitivamente el Tratado de Crom Cruach, que puso fin a la segunda guerra de la IA. Es decir, lo haria si fuera desarrollada por Tri-Tachyon.

Y si el Ministerio de Estandares Tecnologicos de la Hegemonia recibiera hipoteticamente su informe de prospeccion de un emplazamiento negro de Tri-Tachyon, el llamado ""Sitio Alfa"", donde se desarrollo tal tecnologia.

Hipoteticamente.

-Estaremos en contacto -sisea el $rank. La comunicacion se corta con el logotipo de Tri-Tachyon.",cutCommLinkNoText:Continuar,
gaPZ_ttHubPay,DialogOptionSelected,$option == gaPZ_ttHubPay,Highlight $entity.ttZigBuyPrice,"El $rank de Tri-Tachyon sonrie: -Ahora si que estamos hablando de negocios, capitan. -Consulta rapidamente un TriPad y luego dice-: Estoy dispuesto a ofrecer $entity.ttZigBuyPrice creditos como ""honorarios de consultoria"" por ayudar en la recuperacion del TTS Xenomorphica.","gaPZ_ttHubPayAccept:Aceptar 
gaPZ_ttHubPayDecline:Rechazar",
gaPZ_ttHubPayDecline,DialogOptionSelected,$option == gaPZ_ttHubPayDecline,FireAll GAPZTTHub,,,
gaPZ_ttHubPayAccept,DialogOptionSelected,$option == gaPZ_ttHubPayAccept,"AdjustRep tritachyon COOPERATIVE 15
AddCredits $entity.ttZigBuyPrice
RemoveShip $entity.zigguratMember
AddShipToOtherFleet $entity.zigguratMember
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","Una vez que senalas tu acuerdo, el oficial de Tri-Tachyon se muestra encantado. $HeOrShe te transfiere la regia suma de creditos a cambio de los codigos de mando del casco de clase Ziggurat.

$Rank $PersonName te mira por encima de su TriPad: -Su discrecion en este asunto se da por sentada, por supuesto -y esboza otra sonrisa gelida-. Ha sido un placer hacer negocios con usted, capitan.",cutCommLinkNoText:Continuar,
gaPZ_ttHubAccept,DialogOptionSelected,$option == gaPZ_ttHubAccept,"Highlight $entity.ttZigLowBuyPrice
AdjustRep tritachyon COOPERATIVE 30
AddCredits $entity.ttZigLowBuyPrice
RemoveShip $entity.zigguratMember
AddShipToOtherFleet $entity.zigguratMember
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","El $rank de Tri-Tachyon parece haber sido pillado desprevenido por su pronta aceptacion.

""Yo... quiero decir, por supuesto. La corporacion Tri-Tachyon le agradece su cooperacion en este asunto. Por supuesto, organizaremos un pago simbolico por la recuperacion de la propiedad de la compania; ah, de $entity.ttZigLowBuyPrice creditos"". $HeOrShe le mira por encima de un TriPad. ""Su discrecion en este asunto se da por sentada, por supuesto"".
 
La transferencia de las funciones de mando ejecutivo se desarrolla sin problemas.",cutCommLinkNoText:Continuar,
# gaPZ Luddic Church encounter,,,,,,
gaPZLCEncounter,BeginFleetEncounter,"$gaPZ_luddic_church score:1000
!$gaPZ_encounteredAlready","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer",,,
gaPZLCEncounterComm,OpenCommLink,"$entity.gaPZ_luddic_church score:1000
!$entity.ignorePlayerCommRequests
ZigguratCMD updateData","$entity.ignorePlayerCommRequests = true
FireBest GAPZLCMiddlePart","-Capitan -el $rank ludita baja la mirada, leyendo algo-. Capitan $playerName. Le saludo en el espiritu de la paz de Ludd, y que las bendiciones le acompanen.",,
gaPZLCEncounterNoZig,GAPZLCMiddlePart,!$entity.hasZiggurat,FireBest GAPZLCEndPart,"""El conclave de interceptacion de senales de largo alcance de nuestra orden ha detectado recientemente una nave de, eh, procedencia inusual operando bajo su mando. El Obispo-Almirante medito sobre este asunto y ha concluido que la aparicion de esta... forma... es un motivo de gran inquietud espiritual. ""Las langostas eclosionaran en el templo del Adversario"", para citar las revelaciones de Ludd, bendito sea"".",,
gaPZLCEncounterHasZig,GAPZLCMiddlePart,$entity.hasZiggurat,FireBest GAPZLCEndPart,"""El conclave de interceptacion de senales de nuestra orden ha detectado una nave de, eh, procedencia inusual operando bajo su mando. El Obispo-Almirante ha meditado sobre este asunto y ha concluido que la aparicion de esta... forma... es motivo de gran inquietud espiritual. ""Las langostas eclosionaran del templo del Adversario"", para citar las revelaciones de Ludd, bendiciones.",,
GAPZLCEndPart,GAPZLCEndPart,,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","El caballero de Ludd te mira con seriedad y dice: ""Le observaremos de cerca, con el martillo en una mano y la espada en la otra"". Las palabras carecen de agresion manifiesta; es mas una declaracion de deber que una amenaza.","gaPZ_lcWhy:""Eso es todo? Por que me ha detenido?""
gaPZ_lcSerious:""Me tomare en serio su advertencia.""
gaPZ_lcReceived:""Mensaje recibido. Me pongo en marcha.""",
gaPZ_lcWhy,DialogOptionSelected,$option == gaPZ_lcWhy,,"-Eso es todo -el $rank ludita te mira con sospecha-. Me preocupa, y a mi orden tambien, que este aparato no le inquiete tanto. Cuando miro su rostro, confieso que no veo mas que una progenie de los males gemelos de Mammon y Moloch; un hijo vacio de la corporacion Tri-Tachyon. Pero -$heOrShe levanta una mano con guante de armadura de potencia-, no me corresponde a mi emitir ese juicio. Todavia no.

-El obispo-almirante recibira mi informe. Rezare por usted, capitan. Que la Senda le sea propicia.",cutCommLink:Cortar la comunicacion,
gaPZ_lcSerious,DialogOptionSelected,$option == gaPZ_lcSerious,,"""Bien"", asiente el $rank de la Iglesia Ludica. ""Me tranquiliza ver que no parece haber en usted un alma totalmente perdida ante la maquina. Aunque temo que de ese... objeto no saldra nada bueno"".

""Rezare por usted, capitan. Que la Senda le sea propicia"".",cutCommLink:Cortar la comunicacion,
gaPZ_lcReceived,DialogOptionSelected,$option == gaPZ_lcReceived,,"-Rezare por usted, capitan -dice el caballero con cierta preocupacion en su voz-. Que le vaya bien en su camino, y no se desvie hacia el mal, y...",cutCommLink:Cortar la comunicacion,
# gaPZ - meet Siyavong,,,,,,
gaPZPLEncounter,BeginFleetEncounter,"$gaPZ_persean score:1000
!$gaPZ_encounteredAlready","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer",,,
gaPZPLEncounterComm,OpenCommLink,"$entity.gaPZ_persean score:1000
!$entity.ignorePlayerCommRequests
ZigguratCMD updateData","$entity.ignorePlayerCommRequests = true
FireBest GAPZSiyavongGreeting
$hadMetBefore = $metAlready 0
$metAlready = true
$player.metSiyavong = true",,,
GAPZSiyavongGreetingA,GAPZSiyavongGreeting,!$metAlready,FireBest GAPZSiyavongGreetingCont,"""Capitan $playerName. Soy el teniente Finlay Siyavong, del Servicio de Inteligencia de la Flota de la Liga Perseana. Es muy interesante conocerle finalmente"". ",,
GAPZSiyavongGreetingB,GAPZSiyavongGreeting,$metAlready,FireBest GAPZSiyavongGreetingCont,"-Capitan $playername. -Finlay Siyavong, del Servicio de Inteligencia de la Flota de la Liga Perseana, te saluda una vez mas-. Es muy interesante volver a verle -dice con una leve sonrisa.",,
GAPZSiyavongGreetingContA,GAPZSiyavongGreetingCont,$entity.hasZiggurat,FireAll GAPZSiyavongHub,Te hace una respetuosa venia con la cabeza: -Que nave tan inusual opera usted.,,
GAPZSiyavongGreetingContB,GAPZSiyavongGreetingCont,!$entity.hasZiggurat,FireAll GAPZSiyavongHub,"Te hace un asentimiento educado: ""He oido que has estado operando una nave muy inusual. Muy unica, de hecho"".",,
GAPZSiyavongHub1,GAPZSiyavongHub,"$hadMetBefore
!$gaPZ_siya1",,,"gaPZ_siya1:""Ah, ahora si vuelve a saber quien soy?""",
GAPZSiyavongHub2,GAPZSiyavongHub,!$gaPZ_siya2,,,"gaPZ_siya2:""Que, esa cosa vieja?""",
GAPZSiyavongHub3,GAPZSiyavongHub,!$gaPZ_siya3,,,"gaPZ_siya3:""No se si le sigo, teniente. Yo opero muchas naves.""",
GAPZSiyavongHub4,GAPZSiyavongHub,!$gaPZ_siya4,,,"gaPZ_siya4:""No lo es? Lo encontre en orbita de una instalacion secreta de Tri-Tachyon.""",
GAPZSiyavongHub5,GAPZSiyavongHub,,,,"gaPZ_siya5:""Un placer conocerle, teniente. Ya me voy.""",
gaPZ_siya1,DialogOptionSelected,$option == gaPZ_siya1,$gaPZ_siya1 = true 0,"Siyavong se encoge de hombros, de forma totalmente inocua.","gaPZ_siyaWhatGame:""A que juega esta vez?""
gaPZ_siya3:""Simplemente opero mi flota. No hay nada ilegal en la Liga Perseana.""
gaPZ_siya5:""Un placer conocerle, teniente. Ya me voy.""",
gaPZ_siyaWhatGame,DialogOptionSelected,$option == gaPZ_siyaWhatGame,,"""No hay ningun juego. Estoy manteniendo una conversacion amistosa con usted, tratando un asunto de especial interes para la Inteligencia de la Flota. No crea en los holovideos, capitan; una conversacion amistosa suele ser la herramienta mas poderosa en el arsenal de un oficial de inteligencia"".

""Para la Inteligencia de la Flota, esto parece una nave de tamano capital con capacidad de fase. Teoricamente imposible. Y sin embargo..."" extiende la palma de la mano, senalando tu $shipOrFleet. ""Y esa es su cualidad menos interesante, si se puede creer a mis fuentes"".

Siyavong junta las manos. ""Si me lo permite, capitan, tengo mucha curiosidad por saber donde encontro algo asi. En sus propias palabras, si fuera tan amable"".","gaPZ_siyaBusiness:""Preferiria no hablar de negocios.""
gaPZ_siya4:""Lo encontre en orbita de una instalacion secreta de Tri-Tachyon.""
gaPZ_siya5:""Un placer conocerle, teniente. Ya me voy.""",
gaPZ_siya2,DialogOptionSelected,$option == gaPZ_siya2,"$gaPZ_siya2 = true 0
$gaPZ_siya3 = true 0
$option = gaPZ_siya3 0
FireBest DialogOptionSelected",,,
gaPZ_siya3,DialogOptionSelected,$option == gaPZ_siya3,,"Siyavong sonrie con toda la inocencia que puede. ""Para la Inteligencia de la Flota, parece una nave de tamano capital con capacidad de fase. Teoricamente imposible. Y, sin embargo..."" -extiende la palma de la mano, senalando su $shipOrFleet-. ""Y esa es su cualidad menos interesante, si se puede creer en mis fuentes"".

Siyagong junta las manos. ""Si me lo permite, capitan, tengo mucha curiosidad por saber donde encontro algo asi. En sus propias palabras, si fuera tan amable"".","gaPZ_siyaBusiness:""Preferiria no hablar de negocios.""
gaPZ_siya4:""Lo encontre en orbita de una instalacion secreta de Tri-Tachyon.""
gaPZ_siya5:""Un placer conocerle, teniente. Ya me voy.""",
gaPZ_siyaBusiness,DialogOptionSelected,$option == gaPZ_siyaBusiness,,"""Por supuesto, capitan"". La sonrisa de Siyavong adquiere ahora un sutil matiz de tension. ""Si no desea cooperar con la Inteligencia de la Flota, es su eleccion personal y no tenemos, eh, ninguna objecion legal"".","gaPZ_siyaThreat:""Es eso una amenaza?""
gaPZ_siya5:""Ha sido un placer charlar con usted, teniente. Ya me marcho.""",
gaPZ_siyaThreat,DialogOptionSelected,$option == gaPZ_siyaThreat,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","Una expresion de asombro cruza el rostro de Siyavong: -Capitan! Espero que piense mejor de mi. Simplemente quiero asegurarme de que es plenamente consciente de sus derechos legales en espacio controlado por la Liga Perseana; la carta de la Liga garantiza su derecho a operar naves estelares y participar libremente en el comercio, siempre que respete las leyes de navegacion y demas.

-Asi que, por favor. Creo que he interrumpido su viaje; continue. Estoy seguro de que nos volveremos a encontrar muy pronto, y me encantaria continuar nuestra pequena charla.

-Buen dia, capitan -y con eso cierra la comunicacion de forma algo abrupta. Te queda la clara sensacion de que la Inteligencia de la Flota va a vigilarle de cerca.",cutCommLinkNoText:Continuar,
gaPZ_siya4,DialogOptionSelected,$option == gaPZ_siya4,$gaPZ_siya4 = true 0,"Siyavong se pone atento, inclinandose hacia delante; su atencion se centra ahora en ti como un laser de seguimiento. Mantiene un tono casual: ""Fascinante. Y que penso la Corporacion Tri-Tachyon sobre esto?"".","gaPZ_siyaSite:Explicar lo del Emplazamiento Alfa
gaPZ_siya5:""Ha sido un placer charlar con usted, teniente. Ya me marcho.""",
gaPZ_siyaSite,DialogOptionSelected,$option == gaPZ_siyaSite,,"Siyavong parece debidamente impresionado mientras le habla del centro secreto de Tri-Tachyon oculto mas alla de un punto de salto de pozo gravitatorio naciente, y de su descubrimiento de que todos estaban muertos y que habia una nave extrana en orbita.

""Esa magnifica nave suya, un casco de clase Ziggurat, creo? Maravilloso. Dijo que era extrana... me interesan mucho estas cosas, $playerName, no me contara mas sobre esas extranas, eh, ""motas"", como las llamo?"".","gaPZ_siyaMote:""No recuerdo haber usado la palabra 'mota' contigo.""
gaPZ_siyaExplain:Explicar lo poco que sabes sobre las motas
gaPZ_siya5:""Ha sido un placer charlar con usted, teniente. Ya me marcho.""",
gaPZ_siyaMote,DialogOptionSelected,$option == gaPZ_siyaMote,,"""Oh, que gracioso"", Siyavong suelta una risita. ""Simplemente me parecio la palabra adecuada para describir el fenomeno. Una de esas pequenas coincidencias, supongo"".

""Pero capitan"", dice con tono de disculpa, ""he interrumpido su historia. Le pido perdon. Que estaba diciendo de los motes?"".","gaPZ_siyaSpying:""Me ha estado espiando?""
gaPZ_siyaExplain:Explicar lo de las motas
gaPZ_siya5:""Ha sido un placer charlar con usted, teniente. Ya me marcho.""",
gaPZ_siyaSpying,DialogOptionSelected,$option == gaPZ_siyaSpying,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","La sonrisa de Siyavong no llega a sus ojos. ""Vaya, capitan, esa es una palabra muy fuerte. Cargada de implicaciones negativas, eso... no, entiendo por que se siente asi, y es una respuesta valida"".

""Soy ciudadano de la Liga. No estaria tan orgulloso si no valorara mi libertad, mi independencia, verdad? Y compartimos esta cualidad admirable, usted y yo"".

""Oh"" -Siyavong finge mirar su datapad-, ""creo que he interrumpido su viaje y le he quitado mucho tiempo con mis desvarios. Estoy seguro de que nos volveremos a encontrar muy pronto, y me encantaria continuar nuestra pequena charla"".

""Buen dia, capitan"" -y con eso cierra las comunicaciones de forma algo abrupta. Te queda la clara sensacion de que la Inteligencia de la Flota te va a vigilar de cerca.",cutCommLinkNoText:Continuar,
gaPZ_siyaExplain,DialogOptionSelected,$option == gaPZ_siyaExplain,"AdjustRepActivePerson COOPERATIVE 10
AdjustRep persean COOPERATIVE 5
$global.toldSiyavongAboutAlphaSite = true
MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","Siyavong actua como un oyente perfecto, respondiendo con el asombro adecuado ante los misterios acumulados de los Motes y lo poco que sabes de los dispositivos de induccion de los Motes.

Mientras te relajas, Siyavong finge mirar su datapad: ""Oh! Creo que he interrumpido vuestro viaje y os he quitado mucho tiempo con mis alardes. Estoy seguro de que volveremos a encontrarnos muy pronto, y me encantaria continuar nuestra pequena charla"".

""Buen dia, capitan"", y con eso cierra las comunicaciones de forma algo abrupta. Te queda la clara sensacion de que la Inteligencia de la Flota va a vigilarte de cerca.",cutCommLinkNoText:Continuar,
gaPZ_siya5,DialogOptionSelected,$option == gaPZ_siya5,"MakeOtherFleetNonHostile gaPZ true
MakeOtherFleetImportant gaPZ false
MakeOtherFleetGoAway true","""Ay, capitan. Lamento tener que terminar tan pronto nuestra pequena charla,"" dice, con una expresion de autentico desengano. ""Pero lo entiendo,"" continua, magnanimo, ""usted tiene asuntos que atender y estoy seguro de que no pueden esperar. Todos tenemos nuestras obligaciones. Asi es el mundo, no le parece?""

""Buenos dias, capitan. Seguro que volveremos a vernos muy pronto, y me encantaria seguir con nuestra charla.""

Con eso, corta la comunicacion de forma algo brusca. Te queda la clara sensacion de que Inteligencia de la Flota no te va a quitar el ojo de encima.",cutCommLinkNoText:Continuar,
# gaPZ Diktat encounter,,,,,,
gaPZDiktatEncounter,BeginFleetEncounter,"$gaPZ_diktat score:1000
!$gaPZ_encounteredAlready","$gaPZ_encounteredAlready = true
FleetDesc
HailPlayer
ZigguratCMD createSecondDiktatEncounter",,,
gaPZDiktatEncounterComm,OpenCommLink,"$entity.gaPZ_diktat score:1000
!$entity.ignorePlayerCommRequests
ZigguratCMD updateData","$entity.ignorePlayerCommRequests = true
FireBest GAPZDiktatInitial",,,
