id,type,text1,text2,text3,text4,text5,notes
station_ragnar,CUSTOM,"El cementerio de la Hegemonia; ademas de la guarnicion apostada aqui para apoyar las patrullas del sistema y una flota en activo para disuadir las incursiones de la Liga, el complejo Ragnar almacena pecios a la espera de ser reacondicionados o de ser trasladados a Arcadia para su desguace, una tarea que generalmente se subcontrata a megacorporaciones aliadas. Tradicionalmente, la estacion esta al mando de un oficial superior veterano enviado a vivir su mediocridad en silencio.", ,"Apodada ""La Tumba"", arcos rotos de hangares y estructuras de soporte sujetan fila tras fila de cascos en reserva esperando inspeccion. La mayoria estan a oscuras, iluminados solo por las tripulaciones de inspeccion y los sopletes de soldadura de los armeros que retiran material. Oculto cerca del centro de la armada de sombras, se encuentra un conjunto de anillos habitacionales poblados por contratistas civiles, tripulacion de la armada, infantes de marina y la administracion de la Hegemonia.",,,
station_mimir,CUSTOM,"Producto de una iniciativa de Tri-Tachyon para modificar la ""mina"" comun de gigantes gaseosos, que extrae gases mediante el proceso Ouyang; un proceso que, aunque consume mucha energia, se vuelve autosostenible una vez que se logra una extraccion constante de isotopos pesados. De Niflheim se puede extraer una mezcla particularmente pesada de volatiles, que luego se procesan en la luna de Skathi en innumerables formas utiles.",,"Una clase gobernante de ejecutivos y gestores de Tri-Tachyon supervisa un pequeno estado, mas parecido a una ciudad corporativa, construido a partir de una red despiadada de empresas pantalla. Los desesperados y los codiciosos, en igual medida, son atraidos desde sistemas cercanos por los altos salarios. Los costes, sin embargo, suelen ser mas elevados.",,,
,,,,,,,
planet_maxios,CUSTOM,"Un pequeno planeta terrestre, Maxios, fue antano el centro cosmopolita del sistema. Ahora salpicado de ruinas e impactos, tanto antiguos como recientes, su sistema de defensa orbital en ruinas solo proporciona una cobertura intermitente. La entidad politica ha colapsado de forma efectiva y la poblacion actual es desconocida. Saqueadores y supervivientes se enfrentan ocasionalmente; el destello de las armas y el ruido electromagnetico del combate de bajo nivel chisporrotean como las tormentas electricas de un gigante gaseoso.",,,,,
hot_gas_giant,CUSTOM,"Anomalamente cerca de su estrella madre, este gigante gaseoso probablemente se formo en el sistema exterior y mas tarde migro hacia el interior debido a un encuentro fortuito con alguna masa cosmica errante. Compuesto principalmente por gases de hidrogeno y helio, la temperatura y la presion en su nucleo son extremas. ",,,,,
planet_tartessus,CUSTOM,"Sede de la rama local de la Iglesia Ludica y centro economico del sistema. Los tranquilos centros cosmopolitas de Tartessus, que albergan la Curia de Eos Exodus, se agrupan alrededor de mares calidos y calmados. La poblacion del mundo esta dominado por practicantes ludicos de diversas sectas y, aunque es numerosa, es mayoritariamente rural y agraria, manteniendo una existencia generalmente devota mediante la agricultura de subsistencia y la exportacion de artesanias.",,Un mundo viejo y seco con un porcentaje de agua en su atmosfera mucho menor al estandar terrestre. Sin tectonica de placas activa; montanas muy erosionadas y mares poco profundos colmatados de limo. La atmosfera y el campo magnetico protegen la superficie de la radiacion estelar. Los recursos minerales mas accesibles se explotaron en una oleada de industrialismo rapaz poco despues de su descubrimiento.,,,
planet_baetis,CUSTOM,"Un planeta enano del sistema exterior capturado en el punto L4 de Tartessus; las nubes de volatiles se evaporan de la maltrecha superficie de este mundo. La infraestructura desgastada, heredada de la colonizacion inicial del sistema, ha sido reocupada por una animada poblacion de disidentes y no creyentes procedentes de fuera del sistema, exiliados de Tartessus. El propio puerto espacial opera bajo una administracion militar patrocinada por los Caballeros de Ludd, que recaudan diezmos de la actividad comercial.",,"Los anuncios holograficos brotan por las bahias de aterrizaje proclamando una alegria y una malicia sin gusto, disponibles para los viajeros que deseen relajarse, pues incluso aqui el marco moral de la Iglesia impera, aunque de forma lucrativamente invertida. Incluso los fieles se benefician, ya que quienes visitan este lugar por negocios o proselitismo pueden hacer una gran demostracion de rechazar los placeres de Baetis.",,,
planet_daedaleon,CUSTOM,"Lugar donde se ubicaba una antigua base de investigacion operada por la corporacion Tri-Tachyon; un fallo de contencion masivo libero un proceso u objeto altamente energetico y aparentemente autosostenible que se fundio en la corteza, dejando una columna de radiacion extrana que aun hoy emite particulas exoticas. La luna carece de toda actividad humana, salvo por una red de balizas de peligro en orbita mantenidas por los Caballeros de Ludd.",,,,,
planet_hesperus,CUSTOM,"Un mundo helado con una atmosfera fina y fria; la terraformacion industrial del planeta se detuvo aproximadamente cuando la Iglesia Ludica tomo el control del sistema Eos Exodus. Se puede hallar virtud en la adversidad, y los Caballeros la abrazan en las comunidades monasticas marciales dispersas por la superficie de Hesperus. Se permite una mineria organica limitada mediante contratos adjudicados exclusivamente a los fieles. La administracion de Ceyx y Hesperus es compartida por la oficina de un unico presbitero, Orbis.",,"Los monasterios se aferran a fisuras particularmente sublimes, promontorios de escudos volcanicos o al pluton ocasional que se ha abierto paso a traves de la corteza de hielo que envuelve el mundo. Estos prohiben la entrada de visitantes externos -especialmente a los infieles- sin una dispensa de los Caballeros. Sin embargo, por autoridad del presbitero reinante Orbis, varias zonas economicas especiales construidas en los tempanos errantes transmiten balizas de aterrizaje civil para atraer a comerciantes externos al puerto.",,,
planet_ceyx,CUSTOM,"Un planeta enano capturado que alberga la mayor concentracion de instalaciones militares en el sistema Eos Exodus. Los Caballeros han apropiado y ampliado vastas instalaciones de naves bajo la superficie, armerias, cuarteles y todas las instalaciones de entrenamiento, administracion y vivienda que cabria esperar de la sede de la Armada Ludica. La administracion de Ceyx y Hesperus es compartida en la oficina de un unico presbitero, Orbis.",,Susurros paranoicos de comunicaciones militares resuenan por Ceyx; las ciudadelas y fortificaciones subterraneas delatan su presencia mediante el brillo invisible de las redes de disipacion de calor que se extienden por la superficie de la luna cicatrizada como rejillas de punteria.,,,
planet_chaxiraxi,CUSTOM,"Un mundo gigante gaseoso y caliente en orbita cercana de Magec; compuesto principalmente por gases de hidrogeno y helio, la temperatura y la presion en el nucleo son extremas. Debido a la proximidad a su estrella principal, las capas exteriores de Chaxiraxi se calientan continuamente y se desprenden en largas columnas de particulas ionizadas brillantes. Los recolectores de gas despliegan ocasionalmente las alas ligeras de los colectores de campo magnetico para recolectar estos volatiles ligeros.",,,,,
station_new_maxios,CUSTOM,"Antano un importante centro de operaciones de recoleccion en el Disco, la estacion fue invadida por refugiados del colapso de Maxios, y este nucleo de instalaciones de procesamiento se transformo en un habitat civil. Gracias a una tenacidad desesperada y a una pericia ganada con esfuerzo, los refugiados construyeron no solo una nueva sociedad civil, sino tambien un complejo orbital que da soporte a minas de asteroides dispersas y a prospectores independientes.",,"Demasiado pequena para obligar a las grandes facciones a reconocer su derecho sobre todo el Disco, Nova Maxios se considera, no obstante, la entidad sucesora de la Carta de Maxios.

El control del trafico, impuesto por una pequena armada de milicia, es firme pero educado. Los espaciales independientes son bienvenidos como primos en los, hay que admitirlo, rudimentarios cascos y vestibulos de Nova Maxios.",,,
station_tse_enterprise,CUSTOM,"Esta estacion es un centro de reclutamiento de mercenarios y una interfaz comercial con elementos de dudosa reputacion. Una fuerza de tarea de Tri-Tachyon se hizo con la estacion hace algunas decadas mediante una escritura de apariencia plausible y una flota de guerra definitivamente persuasiva. A partir de entonces, se organizo un puerto comercial y un astillero certificados por TT para uso de las flotas de la Compania. Aquellos que se negaron a pagar los nuevos alquileres fueron desalojados; ahora se rumorea que la satisfaccion del cliente supera el 90 por ciento.",,"Poblada principalmente por piratas retirados, radicales exiliados y refugiados con mas recursos, es bien sabido que aqui se borran y reetiquetan los identificadores de los contenedores de carga para que puedan reintroducirse de forma segura en la economia legitima de los Mundos del Nucleo.

Se dice que el bar de cocteles ""Level 25"" tiene las mejores bebidas de este sector.",,,
station_kantas_den,CUSTOM,"Este habitat de asteroide fue tomado por una oficial de logistica del Dominio sumamente ambiciosa, la coronel Kanta, durante el colapso de la entidad del Estatuto de Maxios poco despues de la caida de los Portales. Posteriormente se unio a la Hegemonia, estado sucesor del Dominio, solo para traicionarlos y cerrar un trato con el senor de la guerra Onesimos Loke durante su invasion del Sector Perseano. Tras la derrota de Loke, Kanta se arrogo el titulo de senor de la guerra.

La estacion esta protegida por una nube de minas de sigilo y bases de fuego rudimentarias. La propia Kanta, que ahora se rumorea tiene casi dos siglos de edad en tiempo de vigilia, lidera una pequena dinastia pirata y aun mantiene un ferreo control personal sobre el ""negocio familiar"".",,"El control de trafico parece dedicar su tiempo a intercambiar bromas pesadas con los piratas cuando no intenta extorsionar con sobornos a las naves que atracan. Un ingenioso despliegue de cascos de naves estelares vaciados adorna la estacion, y un examen mas detallado revela restos desecados por el vacio, sujetos mediante picadores de mineros de asteroides. El mensaje es inequivoco.",,,
orbital_station_default,CUSTOM,"Una enorme estacion espacial que puede albergar astilleros, habitats, fabricas o grandes reservas de armas y suministros. Estas plataformas permiten a la humanidad proyectar poder militar e industrial por todo el espacio conocido.",,,,,
shepherd,SHIP,"El Ko Combine r450 ""Shepherd"" establece el estandar para los transportadores civiles de drones con una fiabilidad inigualable, bajo coste y un volumen interno dedicado al confort de la tripulacion. Diversos grupos de supervivencia y piratas han ensamblado un paquete de modificaciones de combate muy popular, el mod ""HK"", que consiste en especificaciones para reforzar el blindaje del casco para el combate y potenciar los sistemas de fabrica para obtener una mayor velocidad de rafaga y funcionamiento de las armas. Incluso modificado, el Shepherd es fragil, por lo que, como en la vida civil, depende de un enjambre de drones de utilidad ""Borer"" para realizar su trabajo.

El ""Borer"" esta construido sobre un chasis de dron semiautonomo, resistente y maniobrable, con un escudo adecuado para operaciones peligrosas en las que se pueden esperar altas radiaciones o impactos fisicos. Utilizados comunmente en aplicaciones mineras, tambien se emplean en rescate, eliminacion de armamento e incluso en la limpieza de fusiones de fision. El paquete de mod HK proporciona especificaciones para alterar el enfoque del haz de corte primario y parchea la rudimentaria IA con algoritias tacticas toscas, pirateadas de software obsoleto de los drones de la guarnicion colonial del Dominio. Los apendices del paquete de mod recomiendan precaucion al emplear drones modificados con el kit HK en situaciones que no sean de combate.",,,,,
luddic_church,FACTION,"Inspirada en el martirio de una figura conocida como ""Ludd"" durante la caida del Dominio, la Iglesia de la Redencion Galactica es una iglesia jerarquica con un dogma altamente sincretico, formado por un nucleo de textos abrahamicos y apocrifos, junto con la reaccion de la era del Dominio contra la percepcion de corrupcion, depravacion, hedonismo y la abominacion transhumana. La Iglesia ofrece una vision de una vida vivida con mas sencillez, de virtud agraria y valores humanistas, y de oracion contra la violencia y la alienacion tecnologica que ha desgarrado el Sector en los anos transcurridos desde la Caida.",,,,,
knights_of_ludd,FACTION,"La rama militar de la Iglesia Ludica de la Redencion Galactica, modelada segun las sociedades de guerreros monasticos de milenios anteriores. En las zonas bajo dominio de la Iglesia, estan autorizados a imponer la Correccion Tecnologica, ademas de asegurar, mediante la fuerza, que se promueva la virtud y se castigue el vicio. En las zonas fuera del dominio de la Iglesia, cuando pueden, lo imponen de forma encubierta.",,,,,
luddic_path,FACTION,"La Senda Ludica es una categoria de sectas ludditas radicales, descentralizadas y apocalipticas, asociadas de forma laxa, que reclaman una interpretacion mas autentica del Mensaje de Ludd. Consideran que la Iglesia esta comprometida y corrupta, anteponiendo el ego y los confort mundanos a la Verdadera Senda Ludica en estos tiempos del fin. La guerra de Armagedon es AHORA y las lineas estan trazadas! Solo mediante una accion justa y contundente el Bien destruira al Mal, y solo mediante la violencia la abominacion de la soberbia humana y la rebelion contra Dios sera barrida en un acto final de redencion. O eso pretenden. La Senda Ludica se encuentra necesariamente enfrentada a casi todas las demas facciones del Sector.",,,,,
pirates,FACTION,"No es tecnicamente una faccion unificada, sino mas bien una categoria laxa de bandidos, salteadores, desertores, saqueadores, soldados de fortuna, mercenarios y capitanes libres que comparten una beligerancia comun con las potencias establecidas del Sector. Muchos piratas son fugitivos de la sociedad convencional del Sector -normalmente oprimidos por el statu quo- o polizones de los mundos centrales. La mayoria de los capitanes piratas dificilmente se llamarian a si mismos como tales; se ven mas bien como desafiantes del gobierno inepto de la Hegemonia o de la Liga, buscando venganza por los agravios causados por una sociedad tan extraviada y tomando lo que pueden mediante su astucia y audacia. Estos capitanes pueden caracterizarse por su insaciable sed de libertad y gloria. Naturalmente, no prestan mucha atencion a quienes portan un faro de identificacion oficial, reservando su magnanimidad para sus companeros de viaje: otros piratas.",,,,,
sindrian_diktat,FACTION,"El Diktat Sindriano es un estado fundado tras una intervencion militar de la Hegemonia relativamente reciente en el sistema Askonia, dirigida por el almirante Philip Andrada, antiguo miembro de la Armada de la Hegemonia. El perfil psicologico de Andrada en la Hegemonia lo describe como ""inteligente, carismatico, pero propenso al exceso narcisista"". En sus propias palabras, el Diktat ""se formo en el crisol de la crisis de Askonia y con ella un nuevo pueblo: una raza de humanos con espiritu audaz y claridad de proposito; mas fuertes, poseedores de la voluntad y la determinacion para superar las divisiones y la insignificante politica parlamentaria que solo engendro el caos cuando fue puesta a prueba por el colapso del sistema de Portales"". Considerado por el Sector en general como una dictadura militar.",,,,,
asharu_platform,CUSTOM,"Una zona de preparacion orbital abandonada del proyecto de terraformacion Asharu. Segmentos de cargueros de gran capacidad, descartados y soldados entre un panal de depositos de combustible vacios, formaron antano terminales repletas de ingenieros y colonos. Los hangares permanecen vacios, salvo por algunos cascos desplomados y desmantelados. Los colectores de energia pasivos y los modulos terciarios de soporte vital mantienen la estacion funcionando y en orbita, por poco. Nadie esperaria encontrar nada de valor aqui.",,,,,
pirate_base_generic,CUSTOM,"Una base pirata donde se reunen ""aventureros"", bucaneros, mercenarios y toda clase de escoria y villania. Suele tratarse de un pequeno puesto oculto en los rincones oscuros entre las esferas de interes de las principales facciones. Aqui no hay leyes, pero un codigo no escrito de fanfarroneria y postureo mantiene una paz tensa para que se puedan cerrar tratos, intercambiar informacion y vender el botin a comerciantes sin escrupulos.",,,,,
planet_barad_a,CUSTOM,La espesa corteza helada de este mundo es alimentada por criovolcanes que salpican la superficie. Estos paramos congelados estan surcados por estructuras de lanzadores de masa de una epoca en la que los elementos volatiles de este mundo se extraian a gran escala para alimentar los esfuerzos de terraformacion en otros puntos del sistema. Parte del equipo antiguo ha sido apropiado por bandas dispersas de mineros independientes que se ganan una vida precaria entre los glaciares de hielo de amoniaco.,,"Aunque quedan pruebas de una extraccion de volatiles a gran escala, la superficie de Garnir esta ahora mayormente abandonada, salvo por decenas de pequenas empresas mineras, a menudo asuntos familiares. Se ha perdido la eficiencia de escala, pero la idea es que, sin regulaciones de seguridad ni aranceles, se puede obtener un sustento decente, aunque no sea honesto. Lamentablemente, este es un resultado muy poco comun.",,,
pirate_base_barad,CUSTOM,"Constrada originalmente por Eridani-Utopia para coordinar la extraccion de volatiles para proyectos masivos de terraformacion, la estacion fue abandonada tras el Colapso, cuando la tripulacion y los oficiales corporativos huyeron hacia entidades mas civilizadas. Desde entonces, la estacion ha sido tomada por ""aventureros"", saqueadores y mercenarios que evitan la mirada vigilante y la mano dura de la Hegemonia.",,"Aqui no hay leyes, pero un codigo no escrito de bravuconeria y ostentacion mantiene una paz tensa -o, mas exactamente, un alto el fuego- para que se puedan cerrar tratos, intercambiar informacion y vender el botin. Los mineros independientes que trabajan en las lunas de Barad se reunen aqui para vender sus capturas, contar historias fantasticas y, en general, relajarse.",,,
station_achaman_enterprise,CUSTOM,"El valor de la estacion Achaman reside en ser un puerto de escala relativamente seguro para que los diversos habitantes del Disco de Guayota interactuen con comerciantes de todo el Sector, quienes de otro modo rara vez se arriesgan a los piratas y a la dificil navegacion del Disco. La corporacion Tri-Tachyon, como ""custodia"" de la estacion, esta bien posicionada para explotar su valor con ventaja, y lo hace. Se suele decir que en la estacion Achaman todo esta a la venta.",,"Transportes relucientes traen aqui a los ejecutivos de Tri-Tachyon para estafar metales y productos quimicos basicos a los lugarenos, quienes reciben, a su vez, el conjunto habitual de ""medicinas"" recreativas y para mejorar el rendimiento.

La Garantia de Calidad de Tri-Tachyon es ley aqui; siempre que asegureis el pago puntual de la suscripcion de los dispositivos, bienes, herramientas y soporte vital proporcionados por la corporacion Tri-Tancyon, podreis contar con recibir ""el mejor trato, al estilo Tri-Tachyon!"".",,,
planet_tibicena,CUSTOM,"Una mina a cielo abierto planetaria; la torturada corteza de Tibicena esta sembrada de enormes ejemplos de equipo de mineria, un autentico museo de vacio abierto que documenta la adaptacion de la industria perseana a las limitaciones de las cadenas de suministro del Sector.",,"La superficie de Tibicena esta poblada unicamente por campamentos de trabajo moviles que siguen a las gigantescas maquinas mineras que atraviesan cinturones de mineral valioso. Los mineros trabajan en condiciones deplorables, ahorrando sus salarios para ascender a la orbita y disfrutar de los relucientes placeres de la estacion Achaman Enterprise. Tras ser drenados de creditos de forma eficiente y exhaustiva, y de hecho, con una deuda media muy alta, pronto encontraran el camino de vuelta al ""Pozo"" de Tibicena.",,,
hegemony,FACTION,"La Hegemonia es un estado sucesor militar del Dominio, formado por una ""legion perdida"" que quedo atrapada en un sistema remoto debido al colapso de la red de Portales del Dominio. Basandose en una interpretacion creativa de los protocolos que extiende indefinidamente la ley marcial al estilo del Dominio, los fundadores de la Hegemonia creyeron que la causa primordial para restaurar el Dominio y, por tanto, la estabilidad, la paz y la prosperidad en el Sector y en toda la galaxia, debia primar sobre ciertas sutilezas de los derechos humanos. La supervivencia de la humanidad esta en juego y solo la disciplina del ejercito de la Hegemonia protege los mundos donde se puede cultivar algun atisbo de la normalidad de la civilizacion humana. Cualquier cosa que amenace la Gran Causa debe ser neutralizada; si para el bien comun es necesario disuadir a unos cuantos activistas, que asi sea.

Existen jerarquias civiles para goberrenar los planetas y estaciones bajo el dominio de la Hegemonia, pero estan totalmente subordinadas al ejercito. Los detalles de la organizacion civil varian entre mundos, tal como dictaba la politica del Dominio. En caso de duda, la Hegemonia aplica una carta colonial modificada de la era del Dominio para dictar la organizacion politica. Esta jerarquia civil de carta estandar es generalmente electa; sin embargo, segun la ley marcial, los candidatos validos deben ser aprobados por la autoridad militar local. Los tiempos excepcionales requieren medidas excepcionales, pero aun asi la Hegemonia mantiene la tenue llama de la democracia galactica bajo los mismos principios que fundaron el Dominio.
 ",,,,,
tritachyon,FACTION,"La megacorporacion mas poderosa del Sector Perseano tras la caida de los Portales, la corporacion Tri-Tachyon se especializa en el desarrollo de IA de vanguardia (infringiendo notablemente la prohibicion del Dominio sobre IAs autonomas de nivel alfa+ en varios casos) y en dispositivos exoticos de alta potencia, incluyendo hipermotores, generadores de energia, convertidores de energia, campos de fuerza y, por supuesto, armamento. Desde el Colapso, Tri-Tachyon ha diversificado sus operaciones e insinuado sus inversiones y tecnologias aplicadas por todo el Sector Perseano. Incluso las facciones hostiles, justificadamente paranoicas ante la posibilidad de puertas traseras integradas, se ven obligadas a usar productos estandar de Tri-Tachyon, como el ubicuo PDA TriPad.

Desde cierta perspectiva, las peculiares caracteristicas algoritmicas de automodificacion de los estatutos corporativos de Tri-Tachyon podrian considerarse una forma abstracta de IA que emplea a los oficiales corporativos humanos como componentes integrales, aunque este argumento filosofico nunca se resolvio con la fuerza suficiente para condenar a la empresa por violaciones adicionales a la prohibicion tecnologica.",,,,,
persean,FACTION,"Una alianza formada para contrarrestar la dominacion de la Hegemonia en el Sector. Los miembros de la Liga no siempre estan de acuerdo en todos los asuntos, ya sean internos o de otro tipo, e incluso pueden llegar a entrar en conflicto armado entre si. Pero la Liga se une cuando se trata de la Hegemonia, a la que consideran que impone la ley marcial de forma ilegitima en nombre del Dominio, una entidad politica muerta. La Liga, por sus leyes, se une contra otras amenazas externas, como megacorporaciones particularmente entrometidas, senores de la guerra y la Senda Ludica.

La Liga Perseana no es intrinsecamente igualitaria ni busca la libertad individual como tal; el proposito de la Liga es la libertad de los estados constituyentes, dejando cualquier asunto de politica interna de dichos estados a su propio arbitrio. Mientras que el Dominio podria haber intervenido en las politicas internas de los mundos que gobernaba, la Liga prohibe especificamente tal intervencion.",,,,,
independent,FACTION,"No como una faccion unificada tal cual, los Independientes son una categoria laxa de entidades politicas y agentes libres, unidos mas por la falta de asociacion con una faccion importante que por cualquier cualidad compartida. Los mundos independientes y los espaciales que los llaman hogar suelen compartir datos de reputacion, comercian generosamente entre si y cooperaran con gusto para realizar acciones militares y de seguridad a corto plazo para proteger mejor la libertad que han mantenido trabajando juntos. Con la misma probabilidad, la confianza puede romperse y los Independientes se negaran con suspicacia a concederse favores, competiran ferozmente y haran la vista gorda ante la desgracia de sus vecinos.",,,,,
planet_chicomoztoc,CUSTOM,"Uno de los primeros planetas seleccionados para la colonizacion en el Sector Perseano, Chicomoztoc fue elegido para convertirse en un centro industrial, sede de un nexo de enormes nanoforjas. Al ser descubierto, solo era un candidato marginal para la terraformacion, pero la rapida industria inicial y la guerra posterior han dejado la atmosfera asfixiada por complejos compuestos de azufre, subproductos del refinado de organicos y una preocupante pero manejable capa de actinidos.",,"La enorme poblacion de Chicomoztoc vive en arcologias subterraneas, ciudades-colmena unidas que son gobernadas por turno por poderosos demagogos -que prometen reformas y empleos para las masas de desempleados- o por miembros de las numerosas redes de clientelismo tecnocratico y criminal que sirven a su propia coalicion o, como suele ocurrir, a quien sea que les haya sobornado. Las colmenas sufren ocasionalmente cierres por disturbios, protestas e insurrecciones, pero mientras las Forjas se mantengan seguras y sigan produciendo montanas de bienes, herramientas y cascos de naves estelares, los senores de la Hegemonia apenas interfieren en este gran inframundo de la humanidad.",,,
planet_eventide,CUSTOM,"Eventide es un mundo con rotacion casi sincronizada con su estrella que, por lo demas, resulto ser un candidato ideal para la terraformacion. En Eventide solo pasa un dia por ano, o algo parecido, lo que provoca inviernos y noches extremos, y veranos y dias calidos, con periodos de crepusculo moderado entre ellos. El uso juicioso de espejos y sombrillas estelares permite que prevalezcan condiciones ideales en grandes zonas de territorio cuidadosamente mantenido, donde la mayoria de la poblacion se asienta en cantones urbanos arrendados, rodeados de vastas plantaciones de propiedades aristocraticas.",,"Las familias prominentes de Eventide patrocinan los espejos y sombrillas solares que mantienen islas de habitabilidad. Los desfavorecidos y pobres, mientras tanto, viven en las periferias crepusculares, donde deben soportar con toda su fuerza los duros cambios climaticos del ciclo estacional de verano-diurno y invierno-nocturno. De caracter culturalmente conservador, los medios planetarios se ocupan principalmente de los rituales sociales y las intrigas de las familias principales. El espiritu imperante en Eventide es propicio para aportar un numero desproporcionado de oficiales al ejercito de la Hegemonia. ",,,
planet_coatl,CUSTOM,"Esta luna yerma de Tlalocan esta plagada de tuneles, bunkeres, hangares, silos y baterias; constituye una base militar clave de la Hegemonia que controla el sistema Aztlan sin estar tan cerca de Chicomoztoc como para verse implicada en la politica local.",,"Unas marcas regulares trazan un arco a traves de la corteza de la luna, senalando el emplazamiento de aquellas baterias de armas pesadas que la Hegemonia desea que la inteligencia enemiga conozca. Otras permanecen ocultas de forma aleatoria bajo una capa de regolito, listas para estallar hacia fuera cuando se presente una oportunidad de destruccion.",,,
station_coatl,CUSTOM,"Construido alrededor del nucleo de una nave semilla de la primera gran oleada de migracion al Sector, el Bastion Coatl ha cambiado de funciones y de nombre mas veces de las que cualquier forastero querria repasar. Actualmente alberga el centro militar C3 de la Hegemonia y las instalaciones de entrenamiento para el sistema Aztlan.",,"Cadetes recien llegados de todo el Sector Perseano llenan los pasillos de la estacion Coatl, corriendo entre tareas o mostrandose rigidos y ansiosos incluso cuando descansan, por miedo a la reprimenda de un oficial superior, que en esta etapa podria ser cualquier oficial.",,,
planet_zorrah,CUSTOM,"Esta luna entera de hielo y roca presenta cicatrices visibles desde la orbita debido a la explotacion. Tradicionalmente se ha arrendado a una megacorporacion u otra para alimentar la voracidad industrial de Chicomoztoc, que siempre tiene hambre pero nunca se sacia.",,,,,
planet_hanan_pacha,CUSTOM,Un mundo crematorio devastado por un arma matamundos; las cenizas de los millones de muertos permanecen suspendidas en la atmosfera por tormentas planetarias alimentadas por un vulcanismo de origen antropogenico.,,"Hanan Pacha fue arrasada por un arma matamundos durante la Segunda Guerra de la IA (que, por supuesto, no implico a la IA en si misma como la Primera Guerra de la IA, sino que se centro en el derecho a realizar inspecciones sobre el supuesto desarrollo de IA). Una investigacion adecuada sobre los detalles de la atrocidad se abandono debido a las concesiones realizadas durante el acuerdo de paz.",,,
planet_killa,CUSTOM,"Esta luna aun muestra las cicatrices de la guerra. Las cupulas de su principal centro metropolitano estan destrozadas, y los restos de escombros aun dispersos en patrones radiales quedan expuestos al vacio absoluto. ",,"Vagas lecturas de infrarrojos en un terreno por lo demas irrelevante sugieren la existencia de habitats camuflados bajo el regolito. Definitivamente hay supervivientes escondidos en Killa, aunque ninguna entidad organizada mantiene relaciones abiertas con el resto del Sector. Y si los cascos fundidos de los cargueros errantes sirven de indicacion, los lugarenos no son muy acogedores.",,,
planet_viscacha,CUSTOM,Un cuerpo capturado del sistema exterior con una atmosfera espesa y toxica; esta luna recibe su nombre tanto por su orbita rapida como por una cuenca de forma divertida en el hemisferio sur.,,,,,
planet_qaras,CUSTOM,"Un mundo habitable, aunque frio, terraformado tras el Colapso por elementos de la Corporacion Eridani-Utopia que quedaron varados, utilizando la infraestructura y las reservas existentes. El atractivo de Qaras nunca llego a igualar el esplendor de Hanan Pacha, hasta que este ultimo fue devastado de forma impactante durante la Segunda Guerra de la IA.",,"Durante la era colonial temprana, Qaras era un importante centro de procesamiento de volatiles y organicos operado por Eridani-Utopia. Tras la Segunda Guerra de la IA, todo el sistema fue declarado desmilitarizado y, aunque Qaras evito la devastacion, fue rapidamente confiscado por una alianza de mercenarios y bandidos. Para la Hegemonia aun no ha valido la pena emprender un esfuerzo de recuperacion... todavia.",,,
planet_donn,CUSTOM,"Un mundo solitario y antiguo que las primeras sondas roboticas del Sector determinaron rapidamente que no se formo en el sistema Hybrasil, sino que fue capturado por este hace cientos de millones de anos. Donn fue catalogado con un interes de bajo a moderado debido a sus concentraciones de metales pesados facilmente accesibles.",,"Bombardeado ocasionalmente por patrullas de Tri-Tachyon como una demostracion de fuerza para tranquilizar a los inversores, Donn demuestra, no obstante, ser un lugar ideal para reclutar o para deshacerse de los mercenarios sanguinarios que Tri-Tachyon requiere en tiempos de guerra y desecha en tiempos de paz.",,,
planet_balar,CUSTOM,"Balar es un gigante de hielo compuesto principalmente de agua, amoniaco y metano. La cubierta de nubes heladas gira de forma casi placida, salvo por una gran y oscura tormenta sobre el polo sur. Se ha dedicado poco esfuerzo a investigar esta anomalia.",,,,,
planet_cethlenn,CUSTOM,"Un mundo helado de rios de amoniaco, mesetas de hielo de agua y glaciares de metano. Las particulas cargadas atrapadas en el campo magnetico de Balar crean auroras fantasticas en la tenue atmosfera de Cethlenn. Las plataformas de extraccion de organicos, ocupadas estacionalmente, son atendidas por el unico asentamiento permanente de Cethlenn, una ciudad construida sobre un arco unico de promontorios rocosos erraticos.",,"La influencia de Tri-Tachyon es evidente en este estado nominalmente independiente. Los hologramas publicitarios y los productos de TT son ubicuos, al igual que los creditos blanqueados a traves de la industria y el comercio local mediante los ""acuerdos"" considerados ilegales por los tratados comerciales del Sector Perseano.",,,
planet_ena,CUSTOM,"Extranamente densa y rocosa entre sus lunas hermanas, la superficie de Ena esta surcada por rastros de gases congelados que brotan de numerosos geiseres calentados por la tension de marea. Una atmosfera fina pero visible alimenta el toro de particulas cargadas atrapadas en la poderosa magnetosfera de Balar.",,,,,
planet_crom_cruach,CUSTOM,"Este mundo es yermo y carece de importancia, salvo por la presencia de compuestos de azufre inusuales de poco valor economico. Durante la colonizacion del sistema Hybrasil, las cooperativas mineras establecieron extensas explotaciones para extraer mineral para los hambrientos hornos de Culann. Sin embargo, el Colapso provoco que la administracion civil de Crom Cruach implosionara en las batallas, tanto politicas como literales, para ejercer influencia sobre este punto estrategico cercano al mejor punto de salto hacia el sistema interior.",,,,,
